Network;inetnum;status;netname;descr;route-obj;route-descr;route-origin
92.247.8.64/28;92.247.8.0 - 92.247.15.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.8.0/24;;AS8717
92.247.230.48/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
77.236.168.128/25;77.236.168.0 - 77.236.168.255;ASSIGNED PA;A1-168;A1 Bulgaria EAD,A1 Stara Zagora;77.236.168.0/24;Blizoo Docsys SZ;AS13124
195.34.108.32/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
85.130.94.0/25;85.130.94.0 - 85.130.94.255;ASSIGNED PA;A1-INFRA;A1 Bulgaria EAD,Sofia,Bulgaria;85.130.64.0/18;BLIZOO;AS13124
212.91.163.240/28;212.91.163.0 - 212.91.163.255;ASSIGNED PA;SPNET;Spectrum Net - Varna,Wireless clients;212.91.160.0/19;Spectrum NET PA space;AS8717
195.24.45.224/27;195.24.45.128 - 195.24.45.255;ASSIGNED PA;ORBITEL-VTARNOVO-2;Orbitel Inc,V. Tarnovo;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
92.247.231.128/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
212.91.167.32/28;212.91.160.0 - 212.91.191.255;ALLOCATED PA;BG-MTELNET-990730;;212.91.160.0/19;Spectrum NET PA space;AS8717
212.36.2.32/27;212.36.0.0 - 212.36.2.159;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
92.247.197.0/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.228.32/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
80.253.48.32/28;80.253.48.0 - 80.253.55.255;ASSIGNED PA;A1-CORE;A1 Bulgaria EAD,A1 Stara Zagora;80.253.48.0/21;A1 Bulgaria EAD SZ;AS13124
92.247.230.80/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
195.24.46.0/26;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
176.12.34.0/25;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
