Network;inetnum;status;netname;descr;route-obj;route-descr;route-origin
46.238.63.32/27;46.238.56.0 - 46.238.63.255;ASSIGNED PA;KRASNAPOLIANA-NET-SOF;Megalan Network Ltd.;46.238.0.0/18;Megalan Network Ltd.;AS35141
212.95.178.0/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.95.178.48/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
85.196.163.192/26;85.196.162.0 - 85.196.163.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;85.196.160.0/19;Spectrum NET PA space;AS8717
195.24.38.112/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
85.91.149.208/28;85.91.149.0 - 85.91.150.255;ASSIGNED PA;STATIC;Spectrum Net Jsc;85.91.128.0/19;Data BG Ltd;AS29580
195.24.33.112/28;195.24.33.0 - 195.24.33.127;ASSIGNED PA;ORBITEL-BURGAS-1;Orbitel Burgas pop - routers, access server,Burgas, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
212.50.14.0/27;212.50.14.0 - 212.50.14.31;ASSIGNED PA;AIS-NET;ATM Elsectronics;212.50.0.0/19;Spectrum NET PA space;AS8717
89.190.215.0/27;89.190.214.0 - 89.190.215.39;ASSIGNED PA;IZTOK-MEGALAN;Iztok quarter;89.190.214.0/23;Iztok;AS35141
195.24.61.96/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.61.0/24;Orbitel-stz-game;AS8672
87.227.155.192/27;87.227.154.0 - 87.227.155.255;ASSIGNED PA;VOICE-Ruse;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
89.190.210.176/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.210.0/23;Dyrwenica;AS35141
84.242.165.224/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
82.103.101.128/27;82.103.101.0 - 82.103.101.255;ASSIGNED PA;SPNET;Spectrum NET - Yambol,Clients;82.103.64.0/18;Spectrum NET PA space;AS8717
87.227.151.128/28;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.46.96/28;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
87.227.142.128/25;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
82.103.117.16/28;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
82.147.137.128/25;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
212.50.25.0/25;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.25.0/24;SPNET specific announce;AS8717
195.34.120.112/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
84.242.144.128/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
213.222.34.144/28;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.34.0/24;;AS8717
82.147.128.160/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/24;Orbitel-Lovech;AS8672
85.196.165.32/28;85.196.165.0 - 85.196.165.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Bourgas;85.196.160.0/19;Spectrum NET PA space;AS8717
195.34.102.112/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
77.70.112.224/27;77.70.0.0 - 77.70.127.255;ALLOCATED PA;BG-MTELNET-20070221;;77.70.0.0/17;BG-MEGALAN-20070221;AS35141
195.34.102.0/27;195.34.102.0 - 195.34.102.31;ASSIGNED PA;BULGARTEL;BulgarTel EAD;195.34.96.0/19;Spectrum NET PA space;AS8717
87.227.151.112/28;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.36.30.192/27;212.36.28.0 - 212.36.31.255;ASSIGNED PA;SPNET;Varna, Bulgaria;212.36.0.0/19;Spectrum NET PA space;AS8717
77.70.110.32/28;77.70.84.0 - 77.70.111.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;East quarters - Iavorov;77.70.108.0/22;Barbukow;AS35141
195.24.50.64/26;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
87.227.147.0/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
85.196.165.64/26;85.196.165.0 - 85.196.165.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Bourgas;85.196.160.0/19;Spectrum NET PA space;AS8717
212.91.171.16/28;212.91.171.0 - 212.91.171.255;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Wireless Clients;212.91.171.0/24;;AS8717
87.227.153.160/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.47.0/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
46.238.63.128/26;46.238.56.0 - 46.238.63.255;ASSIGNED PA;KRASNAPOLIANA-NET-SOF;Megalan Network Ltd.;46.238.0.0/18;Megalan Network Ltd.;AS35141
87.227.159.192/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.39.192/28;195.24.39.144 - 195.24.39.223;ASSIGNED PA;ORBITEL-SOF-POP;point-to-point links,Sofia;195.24.32.0/19;Orbitel customer and internal;AS8672
77.70.0.192/26;77.70.0.192 - 77.70.0.255;ASSIGNED PA;NIKEM-NET;corporative client;77.70.0.0/22;Liulin 8;AS35141
87.227.148.208/28;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.91.175.64/26;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
212.36.22.176/28;212.36.22.0 - 212.36.22.255;ASSIGNED PA;SPNET;Spectrum Net - Varna;212.36.0.0/19;Spectrum NET PA space;AS8717
195.149.248.224/27;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
212.91.170.32/27;212.91.170.32 - 212.91.170.63;ASSIGNED PA;ellatzite-net;;212.91.160.0/19;Spectrum NET PA space;AS8717
84.242.141.96/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
213.226.44.128/26;213.226.44.0 - 213.226.44.255;ASSIGNED PA;MTELNET;P-to-P PE-CE SFL,Responsible Devision for Project: ITS;213.226.44.0/24;Mobiltel EAD.;AS12716
82.147.155.128/25;82.147.155.0 - 82.147.155.255;ASSIGNED PA;ECnet;ExecutiveCentre building;82.147.128.0/19;Orbitel customer and internal;AS8672
195.24.36.240/28;195.24.36.224 - 195.24.36.255;ASSIGNED PA;INSFUND;Insurance Fund;195.24.36.0/23;Orbitel;AS8672
213.222.32.0/26;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
82.147.136.80/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
84.242.165.0/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
85.196.165.16/28;85.196.165.0 - 85.196.165.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Bourgas;85.196.160.0/19;Spectrum NET PA space;AS8717
213.169.34.48/28;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
89.190.210.144/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.210.0/23;Dyrwenica;AS35141
195.24.49.96/27;195.24.49.0 - 195.24.49.127;ASSIGNED PA;ORBITEL-RUSE-1;Orbitel Ruse pop - routers, access server,Ruse, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
89.190.199.224/27;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.198.0/23;Witosha,Balkankar,Mladost 1a,Mladost 2;AS35141
85.91.150.32/28;85.91.149.0 - 85.91.150.255;ASSIGNED PA;STATIC;Spectrum Net Jsc;85.91.128.0/19;Data BG Ltd;AS29580
195.34.120.16/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
84.242.146.128/27;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
84.242.143.208/28;84.242.143.192 - 84.242.143.223;ASSIGNED PA;PZ3119-RIPE;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.34.96.128/25;195.34.96.0 - 195.34.96.255;ASSIGNED PA;BIT-INC;Bulgarian Information Technologies Inc.,Sofia;195.34.96.0/19;Spectrum NET PA space;AS8717
195.24.41.160/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.40.0/22;Orbitel;AS8672
82.147.140.32/27;82.147.140.0 - 82.147.140.255;ASSIGNED PA;ORBITEL-RUSE-2;point-to point links to customers,Ruse;82.147.140.0/24;Orbitel-Ruse;AS8672
213.222.38.64/26;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
85.196.166.240/28;85.196.166.0 - 85.196.166.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;85.196.160.0/19;Spectrum NET PA space;AS8717
89.190.210.192/28;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.210.0/23;Dyrwenica;AS35141
212.36.20.112/28;212.36.20.0 - 212.36.20.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.20.0/24;;AS8717
212.95.174.192/26;212.95.174.192 - 212.95.174.255;ASSIGNED PA;SBLINE-NET-1;SBS Online Ltd,126, Tsar Boris III str.,Sofia;212.95.174.0/24;Orbitel;AS8672
77.70.15.48/28;77.70.0.0 - 77.70.127.255;ALLOCATED PA;BG-MTELNET-20070221;;77.70.12.0/22;Dianabad Real IP addresses;AS35141
212.95.183.192/26;212.95.183.192 - 212.95.183.255;ASSIGNED PA;ORBITEL-PHM-1;Orbitel Inc.,1 Macedonia Sq, floor 18;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
62.204.148.192/27;62.204.148.0 - 62.204.148.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.;62.204.128.0/19;Spectrum NET PA space;AS8717
213.169.54.208/28;213.169.54.64 - 213.169.54.255;ASSIGNED PA;SPNET;Spectrum Net POPs;213.169.32.0/19;Spectrum NET PA space;AS8717
84.242.138.160/28;84.242.138.0 - 84.242.138.255;ASSIGNED PA;OORBITEL-COUNTRY;country customers;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
87.227.158.48/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
84.242.133.128/25;84.242.133.0 - 84.242.133.255;ASSIGNED PA;Orbitel-country;routed in the country;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.50.4.160/28;212.50.4.0 - 212.50.4.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure VPN;212.50.4.0/24;SPNET specific announce;AS8717
213.222.37.48/28;213.222.37.48 - 213.222.37.63;ASSIGNED PA;ORBITEL-VID-POP;PPP links in Vidin town,Vidin;213.222.32.0/19;Orbitel customer and internal;AS8672
213.169.41.208/28;213.169.38.0 - 213.169.44.255;ASSIGNED PA;SPNET-PPPOE-POOLS;Spectrum NET Ltd.;213.169.32.0/19;Spectrum NET PA space;AS8717
82.103.75.128/26;82.103.74.0 - 82.103.75.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;82.103.64.0/18;Spectrum NET PA space;AS8717
85.196.145.208/28;85.196.128.0 - 85.196.191.255;ALLOCATED PA;BG-MTELNET-20050117;;85.196.144.0/22;Mobiltel;AS8717
84.242.185.48/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.184.0/23;MOBILTEL_EAD_B&R_CUSTOMERs;AS8717
87.227.138.0/26;87.227.138.0 - 87.227.138.63;ASSIGNED PA;Promote_Business_LTD;Promote Business LTD;87.227.138.0/24;ITS Customers;AS8672
212.95.168.96/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.168.0/23;Orbitel;AS8672
213.169.35.176/28;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
195.24.59.224/28;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
87.227.158.208/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.36.3.112/28;212.36.2.176 - 212.36.3.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.3.0/24;;AS8717
82.103.106.160/28;82.103.106.0 - 82.103.107.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
212.95.178.192/26;212.95.178.144 - 212.95.178.255;ASSIGNED PA;ORBITEL-SOF-POP;PPP links in Sofia;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
84.242.143.240/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
213.169.35.112/28;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
195.24.59.96/28;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
195.24.33.224/27;195.24.33.128 - 195.24.33.255;ASSIGNED PA;ORBITEL-BURGAS-CUSTOMER-1;Orbitel Burgas pop - /30 to customer interfaces,Burgas, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
82.147.132.224/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
195.149.249.96/28;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
89.190.207.64/26;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.206.0/23;Mania 3;AS35141
213.222.32.80/28;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
176.12.34.192/26;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
82.147.153.144/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
82.103.86.128/25;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
82.103.75.64/26;82.103.74.0 - 82.103.75.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;82.103.64.0/18;Spectrum NET PA space;AS8717
89.190.199.160/27;89.190.199.160 - 89.190.199.191;ASSIGNED PA;PROMOBIL-NET;Promobil Auto Ltd.;89.190.198.0/23;Witosha,Balkankar,Mladost 1a,Mladost 2;AS35141
84.242.136.112/28;84.242.136.0 - 84.242.136.255;ASSIGNED PA;ORBITEL-PLOVDIV;PPP links to customers,Plovdiv;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
62.204.148.224/28;62.204.148.0 - 62.204.148.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.;62.204.128.0/19;Spectrum NET PA space;AS8717
212.91.188.64/28;212.91.188.0 - 212.91.188.255;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Clients;212.91.188.0/24;;AS8717
84.242.145.128/26;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
82.103.119.32/27;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
84.242.185.128/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.184.0/23;MOBILTEL_EAD_B&R_CUSTOMERs;AS8717
82.147.152.0/25;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.152.0/24;orbitel;AS8672
212.91.175.192/27;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
213.169.41.0/26;213.169.38.0 - 213.169.44.255;ASSIGNED PA;SPNET-PPPOE-POOLS;Spectrum NET Ltd.;213.169.32.0/19;Spectrum NET PA space;AS8717
212.50.13.80/28;212.50.13.0 - 212.50.13.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;212.50.0.0/19;Spectrum NET PA space;AS8717
195.34.108.80/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
62.204.134.176/28;62.204.134.0 - 62.204.134.255;ASSIGNED PA;SPNET;Spectrum Net - Bourgas,Wireless clients;62.204.128.0/19;Spectrum NET PA space;AS8717
212.95.172.96/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
87.227.146.192/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
78.90.243.0/26;78.90.0.0 - 78.90.255.255;ALLOCATED PA;BG-MTELNET-20070627;;78.90.0.0/16;BG-MEGALAN-20070627;AS35141
212.50.23.192/27;212.50.22.0 - 212.50.23.255;ASSIGNED PA;INET-BG;i.net Ltd.,ISP, Computers, Networks and solutions;212.50.0.0/19;Spectrum NET PA space;AS8717
195.34.105.160/28;195.34.104.0 - 195.34.107.255;ASSIGNED PA;SPNET;Spectrum Net;195.34.105.0/24;;AS8717
82.147.128.144/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/24;Orbitel-Lovech;AS8672
195.24.51.128/28;195.24.51.0 - 195.24.51.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.51.0/24;PPPoE Targovishte i Ruse;AS29580
84.242.189.208/28;84.242.188.0 - 84.242.189.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.95.180.64/28;212.95.180.0 - 212.95.180.127;ASSIGNED PA;ORBITEL-SOF-POP;PPP links in Sofia;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
84.242.144.16/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
87.227.156.240/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
46.238.63.224/28;46.238.56.0 - 46.238.63.255;ASSIGNED PA;KRASNAPOLIANA-NET-SOF;Megalan Network Ltd.;46.238.0.0/18;Megalan Network Ltd.;AS35141
212.95.166.128/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.164.0/22;Orbitel;AS8672
82.103.106.96/27;82.103.106.0 - 82.103.107.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
213.169.34.96/27;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
213.222.51.32/27;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
62.204.149.192/26;62.204.149.0 - 62.204.149.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;62.204.128.0/19;Spectrum NET PA space;AS8717
195.24.59.176/28;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
84.242.138.0/26;84.242.138.0 - 84.242.138.255;ASSIGNED PA;OORBITEL-COUNTRY;country customers;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.24.59.192/27;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
87.227.151.0/28;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
89.190.201.32/27;89.190.200.0 - 89.190.201.255;ASSIGNED PA;NI2-MEGALAN;Witosha,Balkankar,Mladost 1a,Mladost 2,Mladost 3,Mladost 4,Mladost 1;89.190.200.0/23;Mladost 3,Mladost 4,Mladost 1;AS35141
82.103.86.96/27;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
213.222.56.240/28;213.222.56.240 - 213.222.56.255;ASSIGNED PA;telegames;telegames;213.222.56.0/24;Orbitel;AS8672
82.103.116.224/27;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.116.0/24;;AS8717
82.103.98.192/26;82.103.98.0 - 82.103.98.255;ASSIGNED PA;PLOVDIV-SE;Plovdiv Stock Exchange;82.103.64.0/18;Spectrum NET PA space;AS8717
212.50.19.64/27;212.50.19.0 - 212.50.19.127;ASSIGNED PA;PERNIK-BG;Spectrum Net - Pernik;212.50.0.0/19;Spectrum NET PA space;AS8717
195.34.113.48/28;195.34.113.48 - 195.34.113.63;ASSIGNED PA;VELTI-BG;Velti Ltd.,Sofia;195.34.96.0/19;Spectrum NET PA space;AS8717
217.79.32.160/27;217.79.32.160 - 217.79.32.191;ASSIGNED PA;SARENS-NV;Sarens NV Network;217.79.32.0/20;;AS8717
195.24.48.16/28;195.24.48.0 - 195.24.48.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.48.0/24;PPPoE Targovishte i Ruse;AS29580
212.50.19.192/27;212.50.19.128 - 212.50.19.255;ASSIGNED PA;DIMONT-BG;web design;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.46.160/28;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
87.227.154.192/27;87.227.154.0 - 87.227.155.255;ASSIGNED PA;VOICE-Ruse;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.34.111.192/26;195.34.111.0 - 195.34.111.255;ASSIGNED PA;BIT-INC-VOIP;Bulgarian Information Technologies Inc.;195.34.96.0/19;Spectrum NET PA space;AS8717
85.196.164.160/27;85.196.164.0 - 85.196.164.255;ASSIGNED PA;Mobiltel_NET26012018;Mobiltel_NET26012018;85.196.160.0/19;Spectrum NET PA space;AS8717
213.169.45.240/28;213.169.45.0 - 213.169.45.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.,Clients with small nets;213.169.32.0/19;Spectrum NET PA space;AS8717
84.242.146.240/28;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
84.242.136.192/26;84.242.136.0 - 84.242.136.255;ASSIGNED PA;ORBITEL-PLOVDIV;PPP links to customers,Plovdiv;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
212.50.12.192/27;212.50.12.192 - 212.50.12.223;ASSIGNED PA;GRAMMA-BG;Gramma Ltd.;212.50.0.0/19;Spectrum NET PA space;AS8717
212.50.25.192/26;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.25.0/24;SPNET specific announce;AS8717
